dex,speciesName,speciesId,baseStats,types,fastMoves,chargedMoves,tags,defaultIVs,level25CP,buddyDistance,thirdMoveCost,released,family,eliteMoves,searchPriority,nicknames,legacyMoves,levelFloor,aliasId
25,Pikachu,pikachu,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['PRESENT', 'QUICK_ATTACK', 'THUNDER_SHOCK']","['DISCHARGE', 'SURF', 'THUNDER', 'THUNDERBOLT', 'WILD_CHARGE']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu', 'evolutions': ['raichu']}","['PRESENT', 'SURF', 'THUNDER']",,,,,
25,Pikachu (5th Anniversary),pikachu_5th_anniversary,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'QUICK_ATTACK', 'PRESENT']","['DISCHARGE', 'THUNDERBOLT', 'WILD_CHARGE', 'FLY']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,,['PRESENT'],,,,,
25,Pikachu (Flying),pikachu_flying,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['QUICK_ATTACK', 'THUNDER_SHOCK']","['DISCHARGE', 'THUNDERBOLT', 'WILD_CHARGE', 'FLY']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,,,,,,,
25,Pikachu (Horizons),pikachu_horizons,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'QUICK_ATTACK']","['DISCHARGE', 'THUNDERBOLT', 'WILD_CHARGE', 'VOLT_TACKLE']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu'}",['VOLT_TACKLE'],,,,,
25,Pikachu (Kariyushi),pikachu_kariyushi,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'QUICK_ATTACK']","['DISCHARGE', 'THUNDERBOLT', 'WILD_CHARGE']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu'}",,,,,,
25,Pikachu (Libre),pikachu_libre,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'CHARM']","['FLYING_PRESS', 'PLAY_ROUGH', 'THUNDER_PUNCH']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,,,,,,,
25,Pikachu (Pop Star),pikachu_pop_star,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'CHARM']","['DRAINING_KISS', 'THUNDER_PUNCH', 'PLAY_ROUGH']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu'}",,,,,,
25,Pikachu (Rock Star),pikachu_rock_star,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['THUNDER_SHOCK', 'CHARM']","['METEOR_MASH', 'THUNDER_PUNCH', 'PLAY_ROUGH']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu'}",,,,,,
25,Pikachu (Shaymin Scarf),pikachu_shaymin,"{'atk': 112, 'def': 96, 'hp': 111}","['electric', 'none']","['PRESENT', 'QUICK_ATTACK', 'THUNDER_SHOCK']","['DISCHARGE', 'SURF', 'THUNDER', 'THUNDERBOLT', 'WILD_CHARGE', 'GRASS_KNOT']",,"{'cp500': [20, 7, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pichu', 'evolutions': ['raichu']}","['PRESENT', 'SURF', 'THUNDER']",,,,,
26,Raichu,raichu,"{'atk': 193, 'def': 151, 'hp': 155}","['electric', 'none']","['SPARK', 'THUNDER_SHOCK', 'VOLT_SWITCH', 'CHARM']","['BRICK_BREAK', 'THUNDER', 'THUNDER_PUNCH', 'WILD_CHARGE', 'SKULL_BASH', 'TRAILBLAZE']",,"{'cp500': [8.5, 4, 15, 13], 'cp1500': [25.5, 5, 13, 13], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pikachu'}",['THUNDER'],,['kchu'],,,
26,Raichu (Alolan),raichu_alolan,"{'atk': 201, 'def': 154, 'hp': 155}","['electric', 'psychic']","['SPARK', 'VOLT_SWITCH', 'THUNDER_SHOCK']","['PSYCHIC', 'THUNDER_PUNCH', 'WILD_CHARGE', 'GRASS_KNOT', 'TRAILBLAZE']",['alolan'],"{'cp500': [8, 9, 14, 15], 'cp1500': [24.5, 5, 15, 9], 'cp2500': [48.5, 13, 13, 15], 'cp2500l40': [40, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'parent': 'pikachu'}",,5.0,['achu'],,,
27,Sandshrew,sandshrew,"{'atk': 126, 'def': 120, 'hp': 137}","['ground', 'none']","['MUD_SHOT', 'SCRATCH', 'SAND_ATTACK']","['DIG', 'ROCK_SLIDE', 'ROCK_TOMB', 'SAND_TOMB']",['shadoweligible'],"{'cp500': [15.5, 2, 11, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",720.0,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'evolutions': ['sandslash']}",['ROCK_TOMB'],,['kshrew'],,,
27,Sandshrew (Alolan),sandshrew_alolan,"{'atk': 125, 'def': 129, 'hp': 137}","['ice', 'steel']","['METAL_CLAW', 'POWDER_SNOW']","['BLIZZARD', 'GYRO_BALL', 'NIGHT_SLASH']","['alolan', 'shadoweligible']","{'cp500': [14.5, 7, 14, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",741.0,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'evolutions': ['sandslash_alolan']}",,,['ashrew'],,,
27,Sandshrew (Shadow),sandshrew_shadow,"{'atk': 126, 'def': 120, 'hp': 137}","['ground', 'none']","['MUD_SHOT', 'SCRATCH', 'SAND_ATTACK']","['DIG', 'ROCK_SLIDE', 'ROCK_TOMB', 'SAND_TOMB']",['shadow'],"{'cp500': [15.5, 2, 11, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'evolutions': ['sandslash_shadow']}",['ROCK_TOMB'],,['kshrew'],,,
27,Sandshrew (Alolan) (Shadow),sandshrew_alolan_shadow,"{'atk': 125, 'def': 129, 'hp': 137}","['ice', 'steel']","['METAL_CLAW', 'POWDER_SNOW']","['BLIZZARD', 'GYRO_BALL', 'NIGHT_SLASH']","['alolan', 'shadow']","{'cp500': [14.5, 7, 14, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'evolutions': ['sandslash_alolan_shadow']}",,,['ashrew'],,,
28,Sandslash,sandslash,"{'atk': 182, 'def': 175, 'hp': 181}","['ground', 'none']","['METAL_CLAW', 'MUD_SHOT', 'SAND_ATTACK']","['BULLDOZE', 'EARTHQUAKE', 'ROCK_TOMB', 'NIGHT_SLASH', 'SCORCHING_SANDS']",['shadoweligible'],"{'cp500': [8, 4, 10, 15], 'cp1500': [23.5, 4, 12, 15], 'cp2500': [49.5, 4, 11, 15], 'cp2500l40': [40, 15, 15, 15]}",1445.0,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'parent': 'sandshrew'}",['NIGHT_SLASH'],,['kslash'],,,
28,Sandslash (Alolan),sandslash_alolan,"{'atk': 177, 'def': 195, 'hp': 181}","['ice', 'steel']","['METAL_CLAW', 'POWDER_SNOW', 'SHADOW_CLAW']","['BLIZZARD', 'BULLDOZE', 'GYRO_BALL', 'ICE_PUNCH', 'DRILL_RUN', 'AERIAL_ACE']","['alolan', 'shadoweligible']","{'cp500': [8, 4, 4, 13], 'cp1500': [23, 5, 12, 14], 'cp2500': [48, 4, 15, 10], 'cp2500l40': [40, 15, 15, 15]}",1483.0,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'parent': 'sandshrew_alolan'}",['SHADOW_CLAW'],2.0,['aslash'],,,
28,Sandslash (Shadow),sandslash_shadow,"{'atk': 182, 'def': 175, 'hp': 181}","['ground', 'none']","['METAL_CLAW', 'MUD_SHOT', 'SAND_ATTACK']","['BULLDOZE', 'EARTHQUAKE', 'ROCK_TOMB', 'NIGHT_SLASH', 'SCORCHING_SANDS']",['shadow'],"{'cp500': [8, 4, 10, 15], 'cp1500': [23.5, 4, 12, 15], 'cp2500': [49.5, 4, 11, 15], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'parent': 'sandshrew_shadow'}",['NIGHT_SLASH'],,['kslash'],,,
28,Sandslash (Alolan) (Shadow),sandslash_alolan_shadow,"{'atk': 177, 'def': 195, 'hp': 181}","['ice', 'steel']","['METAL_CLAW', 'POWDER_SNOW', 'SHADOW_CLAW']","['BLIZZARD', 'BULLDOZE', 'GYRO_BALL', 'ICE_PUNCH', 'DRILL_RUN', 'AERIAL_ACE']","['alolan', 'shadow']","{'cp500': [8, 4, 4, 13], 'cp1500': [23, 5, 12, 14], 'cp2500': [48, 4, 15, 10], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SANDSHREW', 'parent': 'sandshrew_alolan_shadow'}",['SHADOW_CLAW'],2.0,['aslash'],,,
29,Nidoran Female,nidoran_female,"{'atk': 86, 'def': 89, 'hp': 146}","['poison', 'none']","['BITE', 'POISON_STING']","['BODY_SLAM', 'POISON_FANG', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [24, 4, 14, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",437.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'evolutions': ['nidorina']}",,,,,,
29,Nidoran Female (Shadow),nidoran_female_shadow,"{'atk': 86, 'def': 89, 'hp': 146}","['poison', 'none']","['BITE', 'POISON_STING']","['BODY_SLAM', 'POISON_FANG', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [24, 4, 14, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'evolutions': ['nidorina_shadow']}",,,,,,
30,Nidorina,nidorina,"{'atk': 117, 'def': 120, 'hp': 172}","['poison', 'none']","['BITE', 'POISON_STING']","['DIG', 'POISON_FANG', 'SLUDGE_BOMB', 'THUNDERBOLT']",['shadoweligible'],"{'cp500': [15, 4, 15, 4], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",749.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'parent': 'nidoran_female', 'evolutions': ['nidoqueen']}",,2.0,,,,
30,Nidorina (Shadow),nidorina_shadow,"{'atk': 117, 'def': 120, 'hp': 172}","['poison', 'none']","['BITE', 'POISON_STING']","['DIG', 'POISON_FANG', 'SLUDGE_BOMB', 'THUNDERBOLT']",['shadow'],"{'cp500': [15, 4, 15, 4], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'parent': 'nidoran_female_shadow', 'evolutions': ['nidoqueen_shadow']}",,2.0,,,,
31,Nidoqueen,nidoqueen,"{'atk': 180, 'def': 173, 'hp': 207}","['poison', 'ground']","['BITE', 'POISON_JAB']","['EARTHQUAKE', 'SLUDGE_WAVE', 'STONE_EDGE', 'EARTH_POWER', 'POISON_FANG']",['shadoweligible'],"{'cp500': [7.5, 9, 11, 14], 'cp1500': [22, 8, 13, 15], 'cp2500': [46, 5, 13, 10], 'cp2500l40': [40, 15, 15, 15]}",1519.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'parent': 'nidorina'}",,2.0,['queen'],,,
31,Nidoqueen (Shadow),nidoqueen_shadow,"{'atk': 180, 'def': 173, 'hp': 207}","['poison', 'ground']","['BITE', 'POISON_JAB']","['EARTHQUAKE', 'SLUDGE_WAVE', 'STONE_EDGE', 'EARTH_POWER', 'POISON_FANG']",['shadow'],"{'cp500': [7.5, 9, 11, 14], 'cp1500': [22, 8, 13, 15], 'cp2500': [46, 5, 13, 10], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_FEMALE', 'parent': 'nidorina_shadow'}",,2.0,['queen'],,,
32,Nidoran Male,nidoran_male,"{'atk': 105, 'def': 76, 'hp': 130}","['poison', 'none']","['PECK', 'POISON_STING']","['BODY_SLAM', 'HORN_ATTACK', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [22.5, 4, 15, 11], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",465.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'evolutions': ['nidorino']}",,,,,,
32,Nidoran Male (Shadow),nidoran_male_shadow,"{'atk': 105, 'def': 76, 'hp': 130}","['poison', 'none']","['PECK', 'POISON_STING']","['BODY_SLAM', 'HORN_ATTACK', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [22.5, 4, 15, 11], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'evolutions': ['nidorino_shadow']}",,,,,,
33,Nidorino,nidorino,"{'atk': 137, 'def': 111, 'hp': 156}","['poison', 'none']","['POISON_JAB', 'POISON_STING']","['DIG', 'HORN_ATTACK', 'SLUDGE_BOMB', 'ICE_BEAM']",['shadoweligible'],"{'cp500': [13.5, 4, 14, 14], 'cp1500': [46.5, 14, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",804.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'parent': 'nidoran_male', 'evolutions': ['nidoking']}",,,,,,
33,Nidorino (Shadow),nidorino_shadow,"{'atk': 137, 'def': 111, 'hp': 156}","['poison', 'none']","['POISON_JAB', 'POISON_STING']","['DIG', 'HORN_ATTACK', 'SLUDGE_BOMB', 'ICE_BEAM']",['shadow'],"{'cp500': [13.5, 4, 14, 14], 'cp1500': [46.5, 14, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'parent': 'nidoran_male_shadow', 'evolutions': ['nidoking_shadow']}",,,,,,
34,Nidoking,nidoking,"{'atk': 204, 'def': 156, 'hp': 191}","['poison', 'ground']","['FURY_CUTTER', 'IRON_TAIL', 'POISON_JAB', 'DOUBLE_KICK']","['EARTHQUAKE', 'MEGAHORN', 'SLUDGE_WAVE', 'EARTH_POWER', 'SAND_TOMB']",['shadoweligible'],"{'cp500': [7.5, 5, 8, 12], 'cp1500': [21.5, 6, 12, 15], 'cp2500': [42, 4, 14, 14], 'cp2500l40': [39, 14, 14, 13]}",1571.0,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'parent': 'nidorino'}",['FURY_CUTTER'],,,,,
34,Nidoking (Shadow),nidoking_shadow,"{'atk': 204, 'def': 156, 'hp': 191}","['poison', 'ground']","['FURY_CUTTER', 'IRON_TAIL', 'POISON_JAB', 'DOUBLE_KICK']","['EARTHQUAKE', 'MEGAHORN', 'SLUDGE_WAVE', 'EARTH_POWER', 'SAND_TOMB']",['shadow'],"{'cp500': [7.5, 5, 8, 12], 'cp1500': [21.5, 6, 12, 15], 'cp2500': [42, 4, 14, 14], 'cp2500l40': [39, 14, 14, 13]}",,3.0,50000.0,True,"{'id': 'FAMILY_NIDORAN_MALE', 'parent': 'nidorino_shadow'}",['FURY_CUTTER'],,,,,
35,Clefairy,clefairy,"{'atk': 107, 'def': 108, 'hp': 172}","['fairy', 'none']","['POUND', 'ZEN_HEADBUTT']","['BODY_SLAM', 'DISARMING_VOICE', 'MOONBLAST', 'SWIFT']",,"{'cp500': [17, 4, 10, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_CLEFAIRY', 'parent': 'cleffa', 'evolutions': ['clefable']}",,,,,,
36,Clefable,clefable,"{'atk': 178, 'def': 162, 'hp': 216}","['fairy', 'none']","['CHARGE_BEAM', 'POUND', 'ZEN_HEADBUTT', 'CHARM', 'FAIRY_WIND']","['DAZZLING_GLEAM', 'METEOR_MASH', 'MOONBLAST', 'PSYCHIC', 'SWIFT']",,"{'cp500': [8, 5, 4, 11], 'cp1500': [23, 5, 12, 13], 'cp2500': [48, 4, 11, 13], 'cp2500l40': [40, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_CLEFAIRY', 'parent': 'clefairy'}",['POUND'],8.0,,,,
37,Vulpix,vulpix,"{'atk': 96, 'def': 109, 'hp': 116}","['fire', 'none']","['EMBER', 'QUICK_ATTACK']","['BODY_SLAM', 'FLAME_CHARGE', 'FLAMETHROWER', 'WEATHER_BALL_FIRE']",['shadoweligible'],"{'cp500': [22.5, 5, 13, 9], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",481.0,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'evolutions': ['ninetales']}",,,,,,
37,Vulpix (Alolan),vulpix_alolan,"{'atk': 96, 'def': 109, 'hp': 116}","['ice', 'none']","['POWDER_SNOW', 'ZEN_HEADBUTT']","['BLIZZARD', 'DARK_PULSE', 'ICE_BEAM', 'WEATHER_BALL_ICE']","['alolan', 'shadoweligible']","{'cp500': [22.5, 5, 13, 9], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",481.0,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'evolutions': ['ninetales_alolan']}",,,,,,
37,Vulpix (Shadow),vulpix_shadow,"{'atk': 96, 'def': 109, 'hp': 116}","['fire', 'none']","['EMBER', 'QUICK_ATTACK']","['BODY_SLAM', 'FLAME_CHARGE', 'FLAMETHROWER', 'WEATHER_BALL_FIRE']",['shadow'],"{'cp500': [22.5, 5, 13, 9], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'evolutions': ['ninetales_shadow']}",,,,,,
37,Vulpix (Alolan) (Shadow),vulpix_alolan_shadow,"{'atk': 96, 'def': 109, 'hp': 116}","['ice', 'none']","['POWDER_SNOW', 'ZEN_HEADBUTT']","['BLIZZARD', 'DARK_PULSE', 'ICE_BEAM', 'WEATHER_BALL_ICE']","['alolan', 'shadow']","{'cp500': [22.5, 5, 13, 9], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'evolutions': ['ninetales_alolan_shadow']}",,,,,,
38,Ninetales,ninetales,"{'atk': 169, 'def': 190, 'hp': 177}","['fire', 'none']","['EMBER', 'FEINT_ATTACK', 'FIRE_SPIN']","['FIRE_BLAST', 'FLAMETHROWER', 'HEAT_WAVE', 'OVERHEAT', 'PSYSHOCK', 'SOLAR_BEAM', 'WEATHER_BALL_FIRE', 'SCORCHING_SANDS']",['shadoweligible'],"{'cp500': [8.5, 4, 5, 12], 'cp1500': [24.5, 5, 12, 14], 'cp2500': [49.5, 12, 13, 13], 'cp2500l40': [40, 15, 15, 15]}",1382.0,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'parent': 'vulpix'}","['EMBER', 'FIRE_BLAST', 'FLAMETHROWER']",3.0,['k9'],,,
38,Ninetales (Alolan),ninetales_alolan,"{'atk': 170, 'def': 193, 'hp': 177}","['ice', 'fairy']","['FEINT_ATTACK', 'POWDER_SNOW', 'CHARM']","['BLIZZARD', 'DAZZLING_GLEAM', 'ICE_BEAM', 'PSYSHOCK', 'WEATHER_BALL_ICE']","['alolan', 'shadoweligible']","{'cp500': [8.5, 4, 9, 4], 'cp1500': [24.5, 4, 9, 15], 'cp2500': [47.5, 13, 14, 15], 'cp2500l40': [40, 15, 15, 15]}",1401.0,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'parent': 'vulpix_alolan'}",,5.0,['a9'],,,
38,Ninetales (Shadow),ninetales_shadow,"{'atk': 169, 'def': 190, 'hp': 177}","['fire', 'none']","['EMBER', 'FEINT_ATTACK', 'FIRE_SPIN']","['FIRE_BLAST', 'FLAMETHROWER', 'HEAT_WAVE', 'OVERHEAT', 'PSYSHOCK', 'SOLAR_BEAM', 'WEATHER_BALL_FIRE', 'SCORCHING_SANDS']",['shadow'],"{'cp500': [8.5, 4, 5, 12], 'cp1500': [24.5, 5, 12, 14], 'cp2500': [49.5, 12, 13, 13], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'parent': 'vulpix_shadow'}","['EMBER', 'FIRE_BLAST', 'FLAMETHROWER']",3.0,['k9'],,,
38,Ninetales (Alolan) (Shadow),ninetales_alolan_shadow,"{'atk': 170, 'def': 193, 'hp': 177}","['ice', 'fairy']","['FEINT_ATTACK', 'POWDER_SNOW', 'CHARM']","['BLIZZARD', 'DAZZLING_GLEAM', 'ICE_BEAM', 'PSYSHOCK', 'WEATHER_BALL_ICE']","['alolan', 'shadow']","{'cp500': [8.5, 4, 9, 4], 'cp1500': [24.5, 4, 9, 15], 'cp2500': [47.5, 13, 14, 15], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_VULPIX', 'parent': 'vulpix_alolan_shadow'}",,5.0,['a9'],,,
39,Jigglypuff,jigglypuff,"{'atk': 80, 'def': 41, 'hp': 251}","['normal', 'fairy']","['FEINT_ATTACK', 'POUND']","['BODY_SLAM', 'DAZZLING_GLEAM', 'DISARMING_VOICE', 'GYRO_BALL', 'PLAY_ROUGH', 'SWIFT']",,"{'cp500': [28, 4, 13, 11], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_JIGGLYPUFF', 'parent': 'igglybuff', 'evolutions': ['wigglytuff']}","['PLAY_ROUGH', 'BODY_SLAM']",,,,,
40,Wigglytuff,wigglytuff,"{'atk': 156, 'def': 90, 'hp': 295}","['normal', 'fairy']","['FEINT_ATTACK', 'POUND', 'CHARM']","['DAZZLING_GLEAM', 'HYPER_BEAM', 'ICE_BEAM', 'PLAY_ROUGH', 'DISARMING_VOICE', 'ICY_WIND', 'SWIFT']",,"{'cp500': [9.5, 7, 15, 14], 'cp1500': [29, 5, 15, 12], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_JIGGLYPUFF', 'parent': 'jigglypuff'}",,7.0,,,,
41,Zubat,zubat,"{'atk': 83, 'def': 73, 'hp': 120}","['poison', 'flying']","['BITE', 'QUICK_ATTACK']","['AIR_CUTTER', 'POISON_FANG', 'SLUDGE_BOMB', 'SWIFT']",['shadoweligible'],"{'cp500': [30.5, 4, 15, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",346.0,1.0,10000.0,True,"{'id': 'FAMILY_ZUBAT', 'evolutions': ['golbat']}",['SLUDGE_BOMB'],,,,,
41,Zubat (Shadow),zubat_shadow,"{'atk': 83, 'def': 73, 'hp': 120}","['poison', 'flying']","['BITE', 'QUICK_ATTACK']","['AIR_CUTTER', 'POISON_FANG', 'SLUDGE_BOMB', 'SWIFT']",['shadow'],"{'cp500': [30.5, 4, 15, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_ZUBAT', 'evolutions': ['golbat_shadow']}",['SLUDGE_BOMB'],,,,,
42,Golbat,golbat,"{'atk': 161, 'def': 150, 'hp': 181}","['poison', 'flying']","['BITE', 'WING_ATTACK']","['AIR_CUTTER', 'OMINOUS_WIND', 'POISON_FANG', 'SHADOW_BALL']",['shadoweligible'],"{'cp500': [9.5, 6, 15, 9], 'cp1500': [29, 4, 8, 14], 'cp2500': [50, 15, 15, 15]}",1183.0,1.0,10000.0,True,"{'id': 'FAMILY_ZUBAT', 'parent': 'zubat', 'evolutions': ['crobat']}",['OMINOUS_WIND'],8.0,,,,
42,Golbat (Shadow),golbat_shadow,"{'atk': 161, 'def': 150, 'hp': 181}","['poison', 'flying']","['BITE', 'WING_ATTACK']","['AIR_CUTTER', 'OMINOUS_WIND', 'POISON_FANG', 'SHADOW_BALL']",['shadow'],"{'cp500': [9.5, 6, 15, 9], 'cp1500': [29, 4, 8, 14], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_ZUBAT', 'parent': 'zubat_shadow', 'evolutions': ['crobat_shadow']}",['OMINOUS_WIND'],8.0,,,,
43,Oddish,oddish,"{'atk': 131, 'def': 112, 'hp': 128}","['grass', 'poison']","['ACID', 'RAZOR_LEAF']","['MOONBLAST', 'SEED_BOMB', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [16, 2, 12, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",699.0,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'evolutions': ['gloom']}",,,,,,
43,Oddish (Shadow),oddish_shadow,"{'atk': 131, 'def': 112, 'hp': 128}","['grass', 'poison']","['ACID', 'RAZOR_LEAF']","['MOONBLAST', 'SEED_BOMB', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [16, 2, 12, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'evolutions': ['gloom_shadow']}",,,,,,
44,Gloom,gloom,"{'atk': 153, 'def': 136, 'hp': 155}","['grass', 'poison']","['ACID', 'RAZOR_LEAF']","['MOONBLAST', 'PETAL_BLIZZARD', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [11.5, 4, 5, 15], 'cp1500': [37.5, 5, 12, 13], 'cp2500': [50, 15, 15, 15]}",991.0,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'parent': 'oddish', 'evolutions': ['vileplume', 'bellossom']}",,,,,,
44,Gloom (Shadow),gloom_shadow,"{'atk': 153, 'def': 136, 'hp': 155}","['grass', 'poison']","['ACID', 'RAZOR_LEAF']","['MOONBLAST', 'PETAL_BLIZZARD', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [11.5, 4, 5, 15], 'cp1500': [37.5, 5, 12, 13], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'parent': 'oddish_shadow', 'evolutions': ['vileplume_shadow', 'bellossom_shadow']}",,,,,,
